id,kecamatan,varietas,jenis_tanah,tekstur,luas_lahan,curah_hujan,suhu,total_n_dasar,total_p_dasar,total_k_dasar,umur_hst,fase_tanaman,ph,n_ppm,p_ppm,k_ppm,status_hara,rekomendasi_tindakan,dosis_urea_susulan,dosis_sp36_susulan,dosis_kcl_susulan,total_umur_panen,hasil_panen_estimasi,sisa_hari_panen
668,Tondano Selatan,Pertiwi,Andosol,Lempung,2.9,197,30,38.0,15.0,15.0,23,Vegetatif Awal,6.5,28,18,16,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,82
669,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,2.4,190,29,15.0,15.0,15.0,56,Generatif,6.6,21,18,21,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,34
670,Sonder,NK Perkasa,Regosol,Lempung Berpasir,0.7,159,27,38.0,15.0,15.0,71,Generatif,6.6,28,19,22,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,39
671,Tomohon,Bisi 2,Regosol,Lempung Berpasir,2.4,174,31,38.0,15.0,15.0,23,Vegetatif Awal,6.0,29,25,14,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,92
672,Tomohon,NK Perkasa,Regosol,Lempung Berpasir,1.1,196,30,15.0,15.0,15.0,44,Vegetatif Aktif,5.7,24,25,24,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,66
673,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.4,245,31,38.0,15.0,15.0,25,Vegetatif Awal,6.1,22,20,25,Seimbang,Pertahankan Kondisi,0,0,0,90,6.9,65
674,Tomohon,NK Perkasa,Regosol,Pasir,1.3,236,26,0.0,0.0,0.0,18,Vegetatif Awal,5.8,20,11,15,Seimbang,Pertahankan Kondisi,0,0,0,110,5.0,92
675,Langowan,Bisi 2,Regosol,Lempung Berpasir,0.6,162,30,15.0,15.0,15.0,82,Generatif,6.2,29,20,21,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,33
676,Tondano Utara,Bisi 2,Latosol,Lempung,1.4,212,27,0.0,0.0,0.0,73,Generatif,6.2,10,15,18,Seimbang,Pertahankan Kondisi,0,0,0,115,5.0,42
677,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,2.5,233,27,38.0,15.0,15.0,60,Generatif,6.4,30,16,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.9,30
678,Tombulu,Pertiwi,Andosol,Lempung,0.8,248,29,38.0,15.0,15.0,49,Vegetatif Aktif,5.6,30,17,23,Seimbang,Pertahankan Kondisi,0,0,0,105,7.7,56
679,Tondano Selatan,Bisi 2,Regosol,Pasir,2.4,239,31,0.0,0.0,0.0,67,Generatif,6.3,17,19,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,4.9,48
680,Tondano Selatan,Bisi 2,Latosol,Lempung,2.4,195,31,0.0,0.0,0.0,76,Generatif,6.3,14,12,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,4.9,39
681,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,2.7,225,30,0.0,0.0,0.0,58,Generatif,6.0,19,8,21,Seimbang,Pertahankan Kondisi,0,0,0,115,5.0,57
682,Tombulu,NK Perkasa,Regosol,Lempung Berpasir,2.6,168,29,38.0,15.0,15.0,14,Vegetatif Awal,5.7,27,20,14,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,96
683,Tondano Utara,Pertiwi,Andosol,Lempung,1.3,175,29,0.0,0.0,0.0,60,Generatif,6.3,23,12,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.7,45
684,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,1.7,187,28,23.0,0.0,0.0,49,Vegetatif Aktif,5.5,18,8,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.8,66
685,Langowan,Pertiwi,Andosol,Pasir,2.6,238,31,23.0,0.0,0.0,13,Vegetatif Awal,6.2,18,17,12,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,6.6,92
686,Tondano Selatan,NK Perkasa,Regosol,Pasir,1.2,151,29,23.0,0.0,0.0,79,Generatif,6.2,28,12,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.9,31
687,Tombulu,Pertiwi,Andosol,Pasir,1.9,226,28,23.0,0.0,0.0,25,Vegetatif Awal,6.4,19,19,13,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,6.7,80
688,Kauditan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.0,184,28,15.0,15.0,15.0,64,Generatif,5.7,26,23,21,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,26
689,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.5,188,29,38.0,15.0,15.0,56,Generatif,5.5,28,23,21,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,34
690,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,1.7,195,30,23.0,0.0,0.0,45,Vegetatif Aktif,6.7,19,16,10,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0,70
691,Airmadidi,NK Perkasa,Andosol,Pasir,2.0,204,27,0.0,0.0,0.0,55,Vegetatif Aktif,5.9,12,19,12,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8,55
692,Airmadidi,NK Perkasa,Andosol,Pasir,2.2,218,29,38.0,15.0,15.0,52,Vegetatif Aktif,6.1,36,15,26,Seimbang,Pertahankan Kondisi,0,0,0,110,7.6,58
693,Tombulu,Pertiwi,Andosol,Pasir,0.8,231,29,15.0,15.0,15.0,48,Vegetatif Aktif,6.0,23,18,25,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,57
694,Tombulu,NK Perkasa,Regosol,Pasir,2.3,151,31,0.0,0.0,0.0,56,Generatif,6.0,11,17,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.1,54
695,Tombulu,Pertiwi,Andosol,Lempung,1.7,190,29,0.0,0.0,0.0,74,Generatif,6.1,12,13,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.9,31
696,Tondano Selatan,Pertiwi,Andosol,Pasir,1.6,232,28,38.0,15.0,15.0,70,Generatif,5.8,36,17,21,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,35
697,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,2.6,217,26,15.0,15.0,15.0,40,Vegetatif Aktif,5.6,18,22,23,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,50
698,Tombulu,NK Perkasa,Regosol,Lempung Berpasir,2.0,249,30,15.0,15.0,15.0,22,Vegetatif Awal,5.8,20,22,15,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,88
699,Tombulu,Pertiwi,Andosol,Pasir,2.9,201,31,15.0,15.0,15.0,19,Vegetatif Awal,6.3,18,21,17,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,6.7,86
700,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.4,248,26,15.0,15.0,15.0,25,Vegetatif Awal,6.0,25,26,25,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,65
701,Tondano Selatan,Bisi 2,Latosol,Lempung,2.3,155,28,38.0,15.0,15.0,52,Vegetatif Aktif,5.5,28,16,20,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,63
702,Kauditan,NK Perkasa,Regosol,Pasir,1.3,190,31,23.0,0.0,0.0,55,Vegetatif Aktif,6.6,25,9,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,6.0,55
703,Tombulu,Pertiwi,Andosol,Lempung,1.8,189,27,15.0,15.0,15.0,32,Vegetatif Aktif,6.5,28,17,23,Seimbang,Pertahankan Kondisi,0,0,0,105,6.8,73
704,Langowan,NK Perkasa,Regosol,Lempung Berpasir,2.7,177,29,38.0,15.0,15.0,10,Vegetatif Awal,5.8,33,25,24,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,100
705,Kauditan,Bisi 2,Regosol,Lempung Berpasir,2.7,173,31,15.0,15.0,15.0,74,Generatif,5.5,23,20,23,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,41
706,Tomohon,NK Perkasa,Regosol,Lempung Berpasir,2.3,232,30,15.0,15.0,15.0,25,Vegetatif Awal,5.6,20,24,20,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,85
707,Sonder,NK Perkasa,Andosol,Pasir,2.6,179,28,0.0,0.0,0.0,85,Generatif,5.7,14,10,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.8,25
708,Tondano Selatan,NK Perkasa,Regosol,Lempung Berpasir,0.8,190,31,0.0,0.0,0.0,66,Generatif,6.4,11,16,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.0,44
709,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,0.9,241,26,0.0,0.0,0.0,26,Vegetatif Aktif,5.7,11,9,12,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.0,64
710,Tondano Utara,Pertiwi,Andosol,Lempung,1.5,177,26,0.0,0.0,0.0,73,Generatif,5.9,19,9,22,Seimbang,Pertahankan Kondisi,0,0,0,105,5.7,32
711,Kauditan,Bisi 2,Regosol,Lempung Berpasir,1.6,244,31,15.0,15.0,15.0,40,Vegetatif Aktif,6.1,23,20,16,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,75
712,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,2.4,186,28,38.0,15.0,15.0,47,Vegetatif Aktif,6.0,28,14,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,6.9,68
713,Airmadidi,Bisi 2,Regosol,Pasir,2.9,177,27,38.0,15.0,15.0,56,Generatif,5.8,22,17,20,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,59
714,Langowan,NK Perkasa,Regosol,Pasir,1.1,216,30,38.0,15.0,15.0,14,Vegetatif Awal,6.1,24,18,18,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,96
715,Tondano Selatan,Pertiwi,Andosol,Lempung,0.9,226,29,23.0,0.0,0.0,75,Generatif,5.9,24,13,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.7,30
716,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,2.8,155,27,15.0,15.0,15.0,16,Vegetatif Awal,5.9,19,20,17,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,5.8,99
717,Kauditan,Bisi 2,Regosol,Pasir,2.7,171,26,0.0,0.0,0.0,33,Vegetatif Aktif,6.1,11,9,12,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,4.9,82
718,Langowan,NK Perkasa,Regosol,Lempung Berpasir,2.5,188,31,23.0,0.0,0.0,30,Vegetatif Aktif,5.8,18,14,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.9,80
719,Tombulu,Pertiwi,Andosol,Lempung,1.8,241,29,0.0,0.0,0.0,50,Vegetatif Aktif,6.4,15,9,20,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,5.8,55
720,Tondano Utara,NK Perkasa,Regosol,Pasir,2.1,225,27,0.0,0.0,0.0,76,Generatif,6.4,22,13,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.0,34
721,Langowan,Pioneer Sweet Corn,Latosol,Lempung,0.7,228,28,38.0,15.0,15.0,68,Generatif,6.3,26,21,20,Seimbang,Pertahankan Kondisi,0,0,0,90,6.7,22
722,Tomohon,NK Perkasa,Andosol,Lempung,1.3,150,28,23.0,0.0,0.0,19,Vegetatif Awal,6.5,18,9,17,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,6.8,91
723,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,2.9,222,29,23.0,0.0,0.0,45,Vegetatif Aktif,6.6,31,11,18,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,6.0,70
724,Sonder,NK Perkasa,Regosol,Lempung Berpasir,1.2,215,29,23.0,0.0,0.0,29,Vegetatif Aktif,6.6,27,17,19,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,81
725,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,1.0,238,26,23.0,0.0,0.0,67,Generatif,5.8,31,18,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.0,48
726,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,1.6,217,31,15.0,15.0,15.0,50,Vegetatif Aktif,5.6,22,17,24,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0,65
727,Kauditan,Bisi 2,Regosol,Pasir,1.4,176,31,38.0,15.0,15.0,83,Generatif,5.5,27,14,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.9,32
728,Kauditan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.5,155,30,23.0,0.0,0.0,56,Generatif,6.0,25,12,21,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,34
729,Kauditan,Pertiwi,Andosol,Lempung,2.2,159,28,23.0,0.0,0.0,12,Vegetatif Awal,5.9,19,11,13,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,6.6,93
730,Langowan,Pertiwi,Andosol,Pasir,2.8,205,26,38.0,15.0,15.0,15,Vegetatif Awal,5.9,23,20,18,Seimbang,Pertahankan Kondisi,0,0,0,105,7.7,90
731,Tomohon,Bisi 2,Regosol,Lempung Berpasir,0.8,219,31,38.0,15.0,15.0,61,Generatif,5.6,35,18,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.8,54
732,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.0,202,28,0.0,0.0,0.0,39,Vegetatif Aktif,6.0,23,16,19,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0,51
733,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,1.5,212,29,23.0,0.0,0.0,57,Generatif,6.1,30,8,22,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,33
734,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.4,250,26,15.0,15.0,15.0,41,Vegetatif Aktif,6.5,14,15,19,Seimbang,Pertahankan Kondisi,0,0,0,90,5.8,49
735,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,1.6,200,29,15.0,15.0,15.0,76,Generatif,5.7,15,14,22,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,14
736,Kauditan,NK Perkasa,Regosol,Lempung Berpasir,2.4,169,30,38.0,15.0,15.0,75,Generatif,6.4,32,17,23,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,35
737,Tombulu,Pertiwi,Andosol,Lempung,1.2,247,31,15.0,15.0,15.0,82,Generatif,6.7,27,15,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.7,23
738,Langowan,Pertiwi,Andosol,Lempung,2.1,197,30,0.0,0.0,0.0,11,Vegetatif Awal,6.3,13,16,10,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,5.7,94
739,Tondano Utara,Bisi 2,Regosol,Pasir,2.6,198,30,15.0,15.0,15.0,82,Generatif,5.9,24,24,23,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,33
740,Tombulu,Pertiwi,Andosol,Lempung,2.9,155,27,38.0,15.0,15.0,62,Generatif,5.9,32,23,19,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,43
741,Tombulu,Bisi 2,Regosol,Lempung Berpasir,2.3,163,31,0.0,0.0,0.0,42,Vegetatif Aktif,5.8,11,11,19,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.0,73
742,Langowan,NK Perkasa,Regosol,Pasir,2.7,243,31,0.0,0.0,0.0,18,Vegetatif Awal,5.8,12,20,14,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.1,92
743,Tombulu,Bisi 2,Regosol,Pasir,2.0,167,30,38.0,15.0,15.0,85,Generatif,5.6,25,18,25,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,30
744,Tondano Selatan,NK Perkasa,Regosol,Lempung Berpasir,1.2,233,30,15.0,15.0,15.0,36,Vegetatif Aktif,6.0,23,23,26,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,74
745,Kauditan,Pertiwi,Andosol,Pasir,0.7,220,26,0.0,0.0,0.0,71,Generatif,5.6,16,10,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.8,34
746,Tombulu,NK Perkasa,Regosol,Pasir,2.0,158,31,38.0,15.0,15.0,69,Generatif,5.6,27,26,19,Seimbang,Pertahankan Kondisi,0,0,0,110,6.9,41
747,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.6,243,30,0.0,0.0,0.0,10,Vegetatif Awal,6.6,14,18,22,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,5.1,80
748,Kauditan,Pertiwi,Andosol,Pasir,1.3,220,30,38.0,15.0,15.0,14,Vegetatif Awal,6.1,33,25,14,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,91
749,Sonder,NK Perkasa,Andosol,Pasir,2.1,183,28,0.0,0.0,0.0,21,Vegetatif Awal,6.0,23,8,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8,89
750,Tomohon,NK Perkasa,Regosol,Lempung Berpasir,0.6,224,31,15.0,15.0,15.0,68,Generatif,6.6,20,18,21,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,42
751,Tondano Selatan,Pertiwi,Andosol,Pasir,1.1,177,26,15.0,15.0,15.0,28,Vegetatif Aktif,6.4,14,23,26,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,77
752,Tomohon,NK Perkasa,Regosol,Pasir,2.3,229,30,38.0,15.0,15.0,45,Vegetatif Aktif,6.3,29,24,23,Seimbang,Pertahankan Kondisi,0,0,0,110,6.9,65
753,Kauditan,Pertiwi,Andosol,Lempung,2.3,250,31,0.0,0.0,0.0,23,Vegetatif Awal,6.5,21,13,13,Seimbang,Pertahankan Kondisi,0,0,0,105,5.8,82
754,Tomohon,NK Perkasa,Regosol,Pasir,0.5,239,26,23.0,0.0,0.0,38,Vegetatif Aktif,6.7,19,15,20,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,72
755,Sonder,Bisi 2,Regosol,Lempung Berpasir,1.0,194,27,23.0,0.0,0.0,46,Vegetatif Aktif,6.6,21,11,16,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,6.0,69
756,Tondano Selatan,Pertiwi,Andosol,Lempung,0.8,212,26,38.0,15.0,15.0,68,Generatif,6.2,31,23,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,7.7,37
757,Tondano Utara,Bisi 2,Latosol,Lempung,1.8,165,27,38.0,15.0,15.0,33,Vegetatif Aktif,6.2,28,18,17,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,82
758,Tomohon,NK Perkasa,Regosol,Pasir,2.3,211,31,23.0,0.0,0.0,75,Generatif,6.7,21,12,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.9,35
759,Sonder,Bisi 2,Regosol,Lempung Berpasir,0.7,173,29,15.0,15.0,15.0,24,Vegetatif Awal,6.3,17,20,20,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,5.8,91
760,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.6,159,29,15.0,15.0,15.0,26,Vegetatif Aktif,6.4,17,20,25,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,64
761,Langowan,Pertiwi,Andosol,Pasir,2.0,236,31,23.0,0.0,0.0,57,Generatif,6.7,25,18,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.8,48
762,Airmadidi,NK Perkasa,Regosol,Lempung Berpasir,0.7,232,29,38.0,15.0,15.0,79,Generatif,6.5,22,21,26,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,31
763,Tombulu,Bisi 2,Regosol,Pasir,2.1,232,29,38.0,15.0,15.0,16,Vegetatif Awal,5.5,22,16,14,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,99
764,Kauditan,Pertiwi,Andosol,Pasir,0.8,243,27,23.0,0.0,0.0,53,Vegetatif Aktif,6.3,20,14,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,6.7,52
765,Tombulu,Pertiwi,Andosol,Lempung,1.1,169,26,15.0,15.0,15.0,67,Generatif,6.3,16,22,25,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,38
766,Langowan,Pertiwi,Andosol,Pasir,1.8,170,31,38.0,15.0,15.0,13,Vegetatif Awal,5.8,35,21,18,Seimbang,Pertahankan Kondisi,0,0,0,105,7.7,92
767,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.5,229,27,38.0,15.0,15.0,10,Vegetatif Awal,5.8,25,15,21,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,80
768,Kauditan,Pertiwi,Andosol,Pasir,1.5,223,29,23.0,0.0,0.0,55,Vegetatif Aktif,5.5,28,10,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,6.8,50
769,Kauditan,Bisi 2,Regosol,Pasir,2.6,176,30,15.0,15.0,15.0,53,Vegetatif Aktif,5.9,14,23,19,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,62
770,Tombulu,Pertiwi,Andosol,Pasir,2.8,183,30,15.0,15.0,15.0,41,Vegetatif Aktif,5.8,21,14,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,6.8,64
771,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.3,173,26,38.0,15.0,15.0,25,Vegetatif Awal,6.0,31,19,21,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,65
772,Kauditan,Pertiwi,Andosol,Lempung,2.3,241,27,0.0,0.0,0.0,76,Generatif,6.2,12,16,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.7,29
773,Tondano Utara,Pertiwi,Andosol,Lempung,1.5,241,31,15.0,15.0,15.0,13,Vegetatif Awal,5.5,21,20,16,Seimbang,Pertahankan Kondisi,0,0,0,105,6.6,92
774,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.1,246,27,0.0,0.0,0.0,11,Vegetatif Awal,6.1,24,16,11,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0,79
775,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.6,171,27,15.0,15.0,15.0,15,Vegetatif Awal,5.6,15,14,14,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,5.9,75
776,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,0.6,228,31,38.0,15.0,15.0,13,Vegetatif Awal,6.7,24,20,24,Seimbang,Pertahankan Kondisi,0,0,0,90,6.7,77
777,Tombulu,Bisi 2,Regosol,Lempung Berpasir,1.8,184,29,23.0,0.0,0.0,65,Generatif,6.1,25,10,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.0,50
778,Langowan,Pertiwi,Andosol,Pasir,2.5,207,29,15.0,15.0,15.0,57,Generatif,6.8,16,22,25,Seimbang,Pertahankan Kondisi,0,0,0,105,6.8,48
779,Langowan,Pertiwi,Andosol,Lempung,0.7,191,28,15.0,15.0,15.0,60,Generatif,6.1,29,20,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.7,45
780,Sonder,NK Perkasa,Regosol,Pasir,2.2,188,28,23.0,0.0,0.0,59,Generatif,6.2,16,20,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.8,51
781,Tondano Selatan,Pertiwi,Andosol,Lempung,1.3,248,30,23.0,0.0,0.0,49,Vegetatif Aktif,5.8,16,11,19,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,6.8,56
782,Tomohon,NK Perkasa,Andosol,Lempung,2.5,156,30,38.0,15.0,15.0,28,Vegetatif Aktif,6.7,22,17,14,Seimbang,Pertahankan Kondisi,0,0,0,110,7.6,82
783,Sonder,Bisi 2,Regosol,Pasir,0.8,246,28,23.0,0.0,0.0,15,Vegetatif Awal,5.9,28,15,16,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0,100
784,Sonder,NK Perkasa,Regosol,Lempung Berpasir,1.3,196,26,38.0,15.0,15.0,24,Vegetatif Awal,5.9,22,16,19,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,86
785,Tondano Utara,Bisi 2,Regosol,Lempung Berpasir,0.8,169,29,0.0,0.0,0.0,60,Generatif,6.0,16,16,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.0,55
786,Airmadidi,NK Perkasa,Regosol,Pasir,1.2,227,28,0.0,0.0,0.0,47,Vegetatif Aktif,6.2,17,13,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.1,63
787,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,0.6,239,31,15.0,15.0,15.0,15,Vegetatif Awal,6.7,17,17,25,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,6.0,75
788,Airmadidi,NK Perkasa,Regosol,Pasir,0.6,239,29,38.0,15.0,15.0,21,Vegetatif Awal,6.0,36,25,18,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,89
789,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,2.4,215,31,15.0,15.0,15.0,84,Generatif,6.7,26,26,23,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,31
790,Tondano Utara,Bisi 2,Latosol,Lempung,1.4,182,26,38.0,15.0,15.0,70,Generatif,6.6,36,15,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.8,45
791,Tondano Utara,Bisi 2,Regosol,Pasir,1.3,188,27,23.0,0.0,0.0,60,Generatif,6.6,29,8,22,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0,55
792,Tombulu,Pertiwi,Andosol,Pasir,0.9,182,31,23.0,0.0,0.0,12,Vegetatif Awal,6.2,28,20,16,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,93
793,Tondano Selatan,Bisi 2,Regosol,Lempung Berpasir,1.1,169,28,38.0,15.0,15.0,20,Vegetatif Awal,5.9,30,25,19,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,95
794,Tombulu,NK Perkasa,Regosol,Lempung Berpasir,1.6,162,30,38.0,15.0,15.0,61,Generatif,5.6,31,14,26,Seimbang,Pertahankan Kondisi,0,0,0,110,6.9,49
795,Langowan,Pertiwi,Andosol,Lempung,1.9,250,27,0.0,0.0,0.0,20,Vegetatif Awal,5.5,11,12,12,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,5.8,85
796,Tondano Utara,Bisi 2,Latosol,Lempung,1.2,177,30,15.0,15.0,15.0,11,Vegetatif Awal,5.7,18,25,17,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,6.0,104
797,Sonder,Bisi 2,Regosol,Lempung Berpasir,2.5,159,31,0.0,0.0,0.0,33,Vegetatif Aktif,5.8,18,19,17,Seimbang,Pertahankan Kondisi,0,0,0,115,5.0,82
798,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.8,225,31,15.0,15.0,15.0,61,Generatif,5.8,22,14,19,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,29
799,Tomohon,NK Perkasa,Andosol,Lempung,2.4,245,26,23.0,0.0,0.0,41,Vegetatif Aktif,6.8,31,18,19,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,69
800,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,1.2,187,30,38.0,15.0,15.0,66,Generatif,6.1,26,20,22,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,49
801,Tondano Utara,Pertiwi,Andosol,Pasir,0.7,218,30,23.0,0.0,0.0,58,Generatif,6.3,18,19,13,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.7,47
