id,kecamatan,varietas,jenis_tanah,tekstur,luas_lahan,curah_hujan,suhu,total_n_dasar,total_p_dasar,total_k_dasar,umur_hst,fase_tanaman,ph,n_ppm,p_ppm,k_ppm,status_hara,rekomendasi_tindakan,dosis_urea_susulan,dosis_sp36_susulan,dosis_kcl_susulan,total_umur_panen,hasil_panen_estimasi
682,Tombulu,NK Perkasa,Regosol,Lempung Berpasir,2.6,168,29,38.0,15.0,15.0,14,Vegetatif Awal,5.7,27,20,14,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9
683,Tondano Utara,NK Perkasa,Andosol,Lempung,1.3,175,29,0.0,0.0,0.0,60,Generatif,6.3,23,12,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.2
684,Tondano Selatan,NK Perkasa,Latosol,Lempung Berpasir,1.7,187,28,23.0,0.0,0.0,49,Vegetatif Aktif,5.5,18,8,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.5
685,Langowan,Bisi 2,Andosol,Pasir,2.6,238,31,23.0,0.0,0.0,13,Vegetatif Awal,6.2,18,17,12,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,6.2
686,Tondano Selatan,NK Perkasa,Regosol,Pasir,1.2,151,29,23.0,0.0,0.0,79,Generatif,6.2,28,12,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.7
687,Tombulu,NK Perkasa,Andosol,Pasir,1.9,226,28,23.0,0.0,0.0,25,Vegetatif Awal,6.4,19,19,13,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,6.1
688,Kauditan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.0,184,28,15.0,15.0,15.0,64,Generatif,5.7,26,23,21,Seimbang,Pertahankan Kondisi,0,0,0,90,5.1
689,Airmadidi,Pertiwi,Latosol,Lempung,2.5,188,29,38.0,15.0,15.0,56,Generatif,5.5,28,23,21,Seimbang,Pertahankan Kondisi,0,0,0,105,5.4
690,Tondano Utara,NK Perkasa,Latosol,Lempung Berpasir,1.7,195,30,23.0,0.0,0.0,45,Vegetatif Aktif,6.7,19,16,10,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8
691,Airmadidi,Pioneer Sweet Corn,Andosol,Pasir,2.0,204,27,0.0,0.0,0.0,55,Vegetatif Aktif,5.9,12,19,12,Seimbang,Pertahankan Kondisi,0,0,0,90,5.5
692,Airmadidi,NK Perkasa,Andosol,Pasir,2.2,218,29,38.0,15.0,15.0,52,Vegetatif Aktif,6.1,36,15,26,Seimbang,Pertahankan Kondisi,0,0,0,110,6.6
693,Tombulu,Pioneer Sweet Corn,Andosol,Pasir,0.8,231,29,15.0,15.0,15.0,48,Vegetatif Aktif,6.0,23,18,25,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9
694,Tombulu,Bisi 2,Regosol,Pasir,2.3,151,31,0.0,0.0,0.0,56,Generatif,6.0,11,17,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.1
695,Tombulu,Bisi 2,Andosol,Lempung,1.7,190,29,0.0,0.0,0.0,74,Generatif,6.1,12,13,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.7
696,Tondano Selatan,Pioneer Sweet Corn,Andosol,Pasir,1.6,232,28,38.0,15.0,15.0,70,Generatif,5.8,36,17,21,Seimbang,Pertahankan Kondisi,0,0,0,90,6.7
697,Tomohon,Bisi 2,Latosol,Lempung,2.6,217,26,15.0,15.0,15.0,40,Vegetatif Aktif,5.6,18,22,23,Seimbang,Pertahankan Kondisi,0,0,0,115,4.9
698,Tombulu,Pertiwi,Regosol,Lempung Berpasir,2.0,249,30,15.0,15.0,15.0,22,Vegetatif Awal,5.8,20,22,15,Seimbang,Pertahankan Kondisi,0,0,0,105,4.7
699,Tombulu,Pertiwi,Andosol,Pasir,2.9,201,31,15.0,15.0,15.0,19,Vegetatif Awal,6.3,18,21,17,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,6.3
700,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.4,248,26,15.0,15.0,15.0,25,Vegetatif Awal,6.0,25,26,25,Seimbang,Pertahankan Kondisi,0,0,0,90,4.6
701,Tondano Selatan,NK Perkasa,Latosol,Lempung,2.3,155,28,38.0,15.0,15.0,52,Vegetatif Aktif,5.5,28,16,20,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9
702,Kauditan,Pioneer Sweet Corn,Regosol,Pasir,1.3,190,31,23.0,0.0,0.0,55,Vegetatif Aktif,6.6,25,9,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,4.9
703,Tombulu,Pioneer Sweet Corn,Andosol,Lempung,1.8,189,27,15.0,15.0,15.0,32,Vegetatif Aktif,6.5,28,17,23,Seimbang,Pertahankan Kondisi,0,0,0,90,6.1
704,Langowan,NK Perkasa,Regosol,Lempung Berpasir,2.7,177,29,38.0,15.0,15.0,10,Vegetatif Awal,5.8,33,25,24,Seimbang,Pertahankan Kondisi,0,0,0,110,5.3
705,Kauditan,Pioneer Sweet Corn,Regosol,Lempung Berpasir,2.7,173,31,15.0,15.0,15.0,74,Generatif,5.5,23,20,23,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0
706,Tomohon,Bisi 2,Regosol,Lempung Berpasir,2.3,232,30,15.0,15.0,15.0,25,Vegetatif Awal,5.6,20,24,20,Seimbang,Pertahankan Kondisi,0,0,0,115,5.0
707,Sonder,Bisi 2,Andosol,Pasir,2.6,179,28,0.0,0.0,0.0,85,Generatif,5.7,14,10,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.4
708,Tondano Selatan,Pioneer Sweet Corn,Regosol,Lempung Berpasir,0.8,190,31,0.0,0.0,0.0,66,Generatif,6.4,11,16,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.2
709,Airmadidi,Pertiwi,Latosol,Lempung,0.9,241,26,0.0,0.0,0.0,26,Vegetatif Aktif,5.7,11,9,12,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,4.8
710,Tondano Utara,NK Perkasa,Andosol,Lempung,1.5,177,26,0.0,0.0,0.0,73,Generatif,5.9,19,9,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9
711,Kauditan,Pioneer Sweet Corn,Regosol,Lempung Berpasir,1.6,244,31,15.0,15.0,15.0,40,Vegetatif Aktif,6.1,23,20,16,Seimbang,Pertahankan Kondisi,0,0,0,90,5.2
712,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,2.4,186,28,38.0,15.0,15.0,47,Vegetatif Aktif,6.0,28,14,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,6.0
713,Airmadidi,Bisi 2,Regosol,Pasir,2.9,177,27,38.0,15.0,15.0,56,Generatif,5.8,22,17,20,Seimbang,Pertahankan Kondisi,0,0,0,115,5.5
714,Langowan,Pertiwi,Regosol,Pasir,1.1,216,30,38.0,15.0,15.0,14,Vegetatif Awal,6.1,24,18,18,Seimbang,Pertahankan Kondisi,0,0,0,105,6.0
715,Tondano Selatan,Pioneer Sweet Corn,Andosol,Lempung,0.9,226,29,23.0,0.0,0.0,75,Generatif,5.9,24,13,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.6
716,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,2.8,155,27,15.0,15.0,15.0,16,Vegetatif Awal,5.9,19,20,17,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,5.2
717,Kauditan,Pioneer Sweet Corn,Regosol,Pasir,2.7,171,26,0.0,0.0,0.0,33,Vegetatif Aktif,6.1,11,9,12,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.1
718,Langowan,Pertiwi,Regosol,Lempung Berpasir,2.5,188,31,23.0,0.0,0.0,30,Vegetatif Aktif,5.8,18,14,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,5.5
719,Tombulu,NK Perkasa,Andosol,Lempung,1.8,241,29,0.0,0.0,0.0,50,Vegetatif Aktif,6.4,15,9,20,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.7
720,Tondano Utara,Pioneer Sweet Corn,Regosol,Pasir,2.1,225,27,0.0,0.0,0.0,76,Generatif,6.4,22,13,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.0
721,Langowan,NK Perkasa,Latosol,Lempung,0.7,228,28,38.0,15.0,15.0,68,Generatif,6.3,26,21,20,Seimbang,Pertahankan Kondisi,0,0,0,110,5.5
722,Tomohon,Pertiwi,Andosol,Lempung,1.3,150,28,23.0,0.0,0.0,19,Vegetatif Awal,6.5,18,9,17,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,6.2
723,Tondano Selatan,NK Perkasa,Latosol,Lempung Berpasir,2.9,222,29,23.0,0.0,0.0,45,Vegetatif Aktif,6.6,31,11,18,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.4
724,Sonder,NK Perkasa,Regosol,Lempung Berpasir,1.2,215,29,23.0,0.0,0.0,29,Vegetatif Aktif,6.6,27,17,19,Seimbang,Pertahankan Kondisi,0,0,0,110,5.0
725,Tondano Utara,Pertiwi,Latosol,Lempung Berpasir,1.0,238,26,23.0,0.0,0.0,67,Generatif,5.8,31,18,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,4.8
726,Tondano Utara,NK Perkasa,Latosol,Lempung Berpasir,1.6,217,31,15.0,15.0,15.0,50,Vegetatif Aktif,5.6,22,17,24,Seimbang,Pertahankan Kondisi,0,0,0,110,5.0
727,Kauditan,Pioneer Sweet Corn,Regosol,Pasir,1.4,176,31,38.0,15.0,15.0,83,Generatif,5.5,27,14,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.6
728,Kauditan,NK Perkasa,Latosol,Lempung Berpasir,0.5,155,30,23.0,0.0,0.0,56,Generatif,6.0,25,12,21,Seimbang,Pertahankan Kondisi,0,0,0,110,4.9
729,Kauditan,Pioneer Sweet Corn,Andosol,Lempung,2.2,159,28,23.0,0.0,0.0,12,Vegetatif Awal,5.9,19,11,13,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,5.9
730,Langowan,Bisi 2,Andosol,Pasir,2.8,205,26,38.0,15.0,15.0,15,Vegetatif Awal,5.9,23,20,18,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0
731,Tomohon,NK Perkasa,Regosol,Lempung Berpasir,0.8,219,31,38.0,15.0,15.0,61,Generatif,5.6,35,18,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.1
732,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.0,202,28,0.0,0.0,0.0,39,Vegetatif Aktif,6.0,23,16,19,Seimbang,Pertahankan Kondisi,0,0,0,90,4.5
733,Airmadidi,Bisi 2,Latosol,Lempung,1.5,212,29,23.0,0.0,0.0,57,Generatif,6.1,30,8,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.4
734,Airmadidi,Bisi 2,Latosol,Lempung Berpasir,2.4,250,26,15.0,15.0,15.0,41,Vegetatif Aktif,6.5,14,15,19,Seimbang,Pertahankan Kondisi,0,0,0,115,4.6
735,Airmadidi,Pertiwi,Latosol,Lempung,1.6,200,29,15.0,15.0,15.0,76,Generatif,5.7,15,14,22,Seimbang,Pertahankan Kondisi,0,0,0,105,4.9
736,Kauditan,Pertiwi,Regosol,Lempung Berpasir,2.4,169,30,38.0,15.0,15.0,75,Generatif,6.4,32,17,23,Seimbang,Pertahankan Kondisi,0,0,0,105,6.1
737,Tombulu,Bisi 2,Andosol,Lempung,1.2,247,31,15.0,15.0,15.0,82,Generatif,6.7,27,15,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.9
738,Langowan,Pertiwi,Andosol,Lempung,2.1,197,30,0.0,0.0,0.0,11,Vegetatif Awal,6.3,13,16,10,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,5.4
739,Tondano Utara,NK Perkasa,Regosol,Pasir,2.6,198,30,15.0,15.0,15.0,82,Generatif,5.9,24,24,23,Seimbang,Pertahankan Kondisi,0,0,0,110,5.2
740,Tombulu,NK Perkasa,Andosol,Lempung,2.9,155,27,38.0,15.0,15.0,62,Generatif,5.9,32,23,19,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0
741,Tombulu,Pertiwi,Regosol,Lempung Berpasir,2.3,163,31,0.0,0.0,0.0,42,Vegetatif Aktif,5.8,11,11,19,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,4.5
742,Langowan,NK Perkasa,Regosol,Pasir,2.7,243,31,0.0,0.0,0.0,18,Vegetatif Awal,5.8,12,20,14,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,4.9
743,Tombulu,Pertiwi,Regosol,Pasir,2.0,167,30,38.0,15.0,15.0,85,Generatif,5.6,25,18,25,Seimbang,Pertahankan Kondisi,0,0,0,105,5.7
744,Tondano Selatan,Pioneer Sweet Corn,Regosol,Lempung Berpasir,1.2,233,30,15.0,15.0,15.0,36,Vegetatif Aktif,6.0,23,23,26,Seimbang,Pertahankan Kondisi,0,0,0,90,5.1
745,Kauditan,NK Perkasa,Andosol,Pasir,0.7,220,26,0.0,0.0,0.0,71,Generatif,5.6,16,10,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.2
746,Tombulu,Pioneer Sweet Corn,Regosol,Pasir,2.0,158,31,38.0,15.0,15.0,69,Generatif,5.6,27,26,19,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9
747,Tombulu,Pertiwi,Latosol,Lempung Berpasir,1.6,243,30,0.0,0.0,0.0,10,Vegetatif Awal,6.6,14,18,22,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,5.1
748,Kauditan,Pioneer Sweet Corn,Andosol,Pasir,1.3,220,30,38.0,15.0,15.0,14,Vegetatif Awal,6.1,33,25,14,Seimbang,Pertahankan Kondisi,0,0,0,90,6.4
749,Sonder,NK Perkasa,Andosol,Pasir,2.1,183,28,0.0,0.0,0.0,21,Vegetatif Awal,6.0,23,8,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.0
750,Tomohon,NK Perkasa,Regosol,Lempung Berpasir,0.6,224,31,15.0,15.0,15.0,68,Generatif,6.6,20,18,21,Seimbang,Pertahankan Kondisi,0,0,0,110,5.6
751,Tondano Selatan,Pioneer Sweet Corn,Andosol,Pasir,1.1,177,26,15.0,15.0,15.0,28,Vegetatif Aktif,6.4,14,23,26,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9
752,Tomohon,Pertiwi,Regosol,Pasir,2.3,229,30,38.0,15.0,15.0,45,Vegetatif Aktif,6.3,29,24,23,Seimbang,Pertahankan Kondisi,0,0,0,105,5.7
753,Kauditan,NK Perkasa,Andosol,Lempung,2.3,250,31,0.0,0.0,0.0,23,Vegetatif Awal,6.5,21,13,13,Seimbang,Pertahankan Kondisi,0,0,0,110,5.7
754,Tomohon,Bisi 2,Regosol,Pasir,0.5,239,26,23.0,0.0,0.0,38,Vegetatif Aktif,6.7,19,15,20,Seimbang,Pertahankan Kondisi,0,0,0,115,5.5
755,Sonder,Bisi 2,Regosol,Lempung Berpasir,1.0,194,27,23.0,0.0,0.0,46,Vegetatif Aktif,6.6,21,11,16,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,4.9
756,Tondano Selatan,Pertiwi,Andosol,Lempung,0.8,212,26,38.0,15.0,15.0,68,Generatif,6.2,31,23,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.3
757,Tondano Utara,Bisi 2,Latosol,Lempung,1.8,165,27,38.0,15.0,15.0,33,Vegetatif Aktif,6.2,28,18,17,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0
758,Tomohon,Pertiwi,Regosol,Pasir,2.3,211,31,23.0,0.0,0.0,75,Generatif,6.7,21,12,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.3
759,Sonder,Pioneer Sweet Corn,Regosol,Lempung Berpasir,0.7,173,29,15.0,15.0,15.0,24,Vegetatif Awal,6.3,17,20,20,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,5.0
760,Airmadidi,Bisi 2,Latosol,Lempung,2.6,159,29,15.0,15.0,15.0,26,Vegetatif Aktif,6.4,17,20,25,Seimbang,Pertahankan Kondisi,0,0,0,115,5.6
761,Langowan,Pioneer Sweet Corn,Andosol,Pasir,2.0,236,31,23.0,0.0,0.0,57,Generatif,6.7,25,18,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.3
762,Airmadidi,NK Perkasa,Regosol,Lempung Berpasir,0.7,232,29,38.0,15.0,15.0,79,Generatif,6.5,22,21,26,Seimbang,Pertahankan Kondisi,0,0,0,110,5.7
763,Tombulu,Pertiwi,Regosol,Pasir,2.1,232,29,38.0,15.0,15.0,16,Vegetatif Awal,5.5,22,16,14,Seimbang,Pertahankan Kondisi,0,0,0,105,5.4
764,Kauditan,Pioneer Sweet Corn,Andosol,Pasir,0.8,243,27,23.0,0.0,0.0,53,Vegetatif Aktif,6.3,20,14,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,6.1
765,Tombulu,Pertiwi,Andosol,Lempung,1.1,169,26,15.0,15.0,15.0,67,Generatif,6.3,16,22,25,Seimbang,Pertahankan Kondisi,0,0,0,105,6.2
766,Langowan,NK Perkasa,Andosol,Pasir,1.8,170,31,38.0,15.0,15.0,13,Vegetatif Awal,5.8,35,21,18,Seimbang,Pertahankan Kondisi,0,0,0,110,6.6
767,Langowan,NK Perkasa,Latosol,Lempung Berpasir,2.5,229,27,38.0,15.0,15.0,10,Vegetatif Awal,5.8,25,15,21,Seimbang,Pertahankan Kondisi,0,0,0,110,5.7
768,Kauditan,Pioneer Sweet Corn,Andosol,Pasir,1.5,223,29,23.0,0.0,0.0,55,Vegetatif Aktif,5.5,28,10,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.7
769,Kauditan,Pertiwi,Regosol,Pasir,2.6,176,30,15.0,15.0,15.0,53,Vegetatif Aktif,5.9,14,23,19,Seimbang,Pertahankan Kondisi,0,0,0,105,5.3
770,Tombulu,NK Perkasa,Andosol,Pasir,2.8,183,30,15.0,15.0,15.0,41,Vegetatif Aktif,5.8,21,14,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.8
771,Tomohon,NK Perkasa,Latosol,Lempung Berpasir,1.3,173,26,38.0,15.0,15.0,25,Vegetatif Awal,6.0,31,19,21,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8
772,Kauditan,Pertiwi,Andosol,Lempung,2.3,241,27,0.0,0.0,0.0,76,Generatif,6.2,12,16,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.9
773,Tondano Utara,Bisi 2,Andosol,Lempung,1.5,241,31,15.0,15.0,15.0,13,Vegetatif Awal,5.5,21,20,16,Seimbang,Pertahankan Kondisi,0,0,0,115,5.7
774,Langowan,Pertiwi,Latosol,Lempung Berpasir,1.1,246,27,0.0,0.0,0.0,11,Vegetatif Awal,6.1,24,16,11,Seimbang,Pertahankan Kondisi,0,0,0,105,5.1
775,Tombulu,NK Perkasa,Latosol,Lempung,2.6,171,27,15.0,15.0,15.0,15,Vegetatif Awal,5.6,15,14,14,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.1
776,Kauditan,Bisi 2,Latosol,Lempung,0.6,228,31,38.0,15.0,15.0,13,Vegetatif Awal,6.7,24,20,24,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0
777,Tombulu,Bisi 2,Regosol,Lempung Berpasir,1.8,184,29,23.0,0.0,0.0,65,Generatif,6.1,25,10,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.3
778,Langowan,Bisi 2,Andosol,Pasir,2.5,207,29,15.0,15.0,15.0,57,Generatif,6.8,16,22,25,Seimbang,Pertahankan Kondisi,0,0,0,115,5.7
779,Langowan,Pioneer Sweet Corn,Andosol,Lempung,0.7,191,28,15.0,15.0,15.0,60,Generatif,6.1,29,20,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.8
780,Sonder,NK Perkasa,Regosol,Pasir,2.2,188,28,23.0,0.0,0.0,59,Generatif,6.2,16,20,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.6
781,Tondano Selatan,Pioneer Sweet Corn,Andosol,Lempung,1.3,248,30,23.0,0.0,0.0,49,Vegetatif Aktif,5.8,16,11,19,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,6.1
782,Tomohon,Pioneer Sweet Corn,Andosol,Lempung,2.5,156,30,38.0,15.0,15.0,28,Vegetatif Aktif,6.7,22,17,14,Seimbang,Pertahankan Kondisi,0,0,0,90,6.5
783,Sonder,Bisi 2,Regosol,Pasir,0.8,246,28,23.0,0.0,0.0,15,Vegetatif Awal,5.9,28,15,16,Seimbang,Pertahankan Kondisi,0,0,0,115,5.0
784,Sonder,NK Perkasa,Regosol,Lempung Berpasir,1.3,196,26,38.0,15.0,15.0,24,Vegetatif Awal,5.9,22,16,19,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9
785,Tondano Utara,Bisi 2,Regosol,Lempung Berpasir,0.8,169,29,0.0,0.0,0.0,60,Generatif,6.0,16,16,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.0
786,Airmadidi,Pioneer Sweet Corn,Regosol,Pasir,1.2,227,28,0.0,0.0,0.0,47,Vegetatif Aktif,6.2,17,13,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,4.7
787,Tombulu,NK Perkasa,Latosol,Lempung,0.6,239,31,15.0,15.0,15.0,15,Vegetatif Awal,6.7,17,17,25,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,4.7
788,Airmadidi,NK Perkasa,Regosol,Pasir,0.6,239,29,38.0,15.0,15.0,21,Vegetatif Awal,6.0,36,25,18,Seimbang,Pertahankan Kondisi,0,0,0,110,5.5
789,Tondano Utara,NK Perkasa,Latosol,Lempung Berpasir,2.4,215,31,15.0,15.0,15.0,84,Generatif,6.7,26,26,23,Seimbang,Pertahankan Kondisi,0,0,0,110,5.1
790,Tondano Utara,Pioneer Sweet Corn,Latosol,Lempung,1.4,182,26,38.0,15.0,15.0,70,Generatif,6.6,36,15,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.2
791,Tondano Utara,NK Perkasa,Regosol,Pasir,1.3,188,27,23.0,0.0,0.0,60,Generatif,6.6,29,8,22,Seimbang,Pertahankan Kondisi,0,0,0,110,4.8
792,Tombulu,NK Perkasa,Andosol,Pasir,0.9,182,31,23.0,0.0,0.0,12,Vegetatif Awal,6.2,28,20,16,Seimbang,Pertahankan Kondisi,0,0,0,110,5.7
793,Tondano Selatan,Pertiwi,Regosol,Lempung Berpasir,1.1,169,28,38.0,15.0,15.0,20,Vegetatif Awal,5.9,30,25,19,Seimbang,Pertahankan Kondisi,0,0,0,105,5.2
794,Tombulu,NK Perkasa,Regosol,Lempung Berpasir,1.6,162,30,38.0,15.0,15.0,61,Generatif,5.6,31,14,26,Seimbang,Pertahankan Kondisi,0,0,0,110,5.2
795,Langowan,NK Perkasa,Andosol,Lempung,1.9,250,27,0.0,0.0,0.0,20,Vegetatif Awal,5.5,11,12,12,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.4
796,Tondano Utara,Pioneer Sweet Corn,Latosol,Lempung,1.2,177,30,15.0,15.0,15.0,11,Vegetatif Awal,5.7,18,25,17,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,4.7
797,Sonder,NK Perkasa,Regosol,Lempung Berpasir,2.5,159,31,0.0,0.0,0.0,33,Vegetatif Aktif,5.8,18,19,17,Seimbang,Pertahankan Kondisi,0,0,0,110,4.5
798,Airmadidi,Bisi 2,Latosol,Lempung Berpasir,2.8,225,31,15.0,15.0,15.0,61,Generatif,5.8,22,14,19,Seimbang,Pertahankan Kondisi,0,0,0,115,4.7
799,Tomohon,NK Perkasa,Andosol,Lempung,2.4,245,26,23.0,0.0,0.0,41,Vegetatif Aktif,6.8,31,18,19,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9
800,Tondano Selatan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.2,187,30,38.0,15.0,15.0,66,Generatif,6.1,26,20,22,Seimbang,Pertahankan Kondisi,0,0,0,90,5.2
801,Tondano Utara,Pertiwi,Andosol,Pasir,0.7,218,30,23.0,0.0,0.0,58,Generatif,6.3,18,19,13,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.6
802,Airmadidi,NK Perkasa,Latosol,Lempung,2.3,220,29,0.0,0.0,0.0,34,Vegetatif Aktif,5.9,18,19,13,Seimbang,Pertahankan Kondisi,0,0,0,110,4.7
803,Langowan,NK Perkasa,Andosol,Pasir,1.6,225,27,0.0,0.0,0.0,19,Vegetatif Awal,6.6,24,11,11,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9
804,Tondano Utara,Pertiwi,Latosol,Lempung,0.8,211,29,38.0,15.0,15.0,62,Generatif,5.9,34,14,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.3
805,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.5,190,28,15.0,15.0,15.0,60,Generatif,6.5,21,24,19,Seimbang,Pertahankan Kondisi,0,0,0,90,5.3
806,Airmadidi,NK Perkasa,Andosol,Lempung,1.2,240,30,38.0,15.0,15.0,38,Vegetatif Aktif,6.2,29,18,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8
807,Tomohon,Pertiwi,Latosol,Lempung Berpasir,1.7,207,26,38.0,15.0,15.0,82,Generatif,6.1,35,22,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.3
808,Tondano Selatan,NK Perkasa,Latosol,Lempung Berpasir,2.4,173,28,23.0,0.0,0.0,45,Vegetatif Aktif,6.6,20,12,10,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.5
809,Kauditan,NK Perkasa,Andosol,Lempung,1.4,169,26,23.0,0.0,0.0,77,Generatif,6.3,25,14,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.0
810,Tondano Utara,Pertiwi,Latosol,Lempung,2.5,220,27,38.0,15.0,15.0,59,Generatif,5.6,25,18,23,Seimbang,Pertahankan Kondisi,0,0,0,105,5.9
811,Airmadidi,Pertiwi,Andosol,Pasir,2.5,175,28,0.0,0.0,0.0,25,Vegetatif Awal,6.2,11,8,16,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,5.4
812,Kauditan,Pioneer Sweet Corn,Regosol,Lempung Berpasir,1.8,228,28,38.0,15.0,15.0,76,Generatif,6.0,29,20,23,Seimbang,Pertahankan Kondisi,0,0,0,90,5.8
813,Airmadidi,Pertiwi,Andosol,Lempung,1.5,198,31,38.0,15.0,15.0,52,Vegetatif Aktif,5.7,28,21,15,Seimbang,Pertahankan Kondisi,0,0,0,105,6.5
814,Langowan,Pioneer Sweet Corn,Latosol,Lempung,0.7,198,29,0.0,0.0,0.0,67,Generatif,6.3,25,14,19,Seimbang,Pertahankan Kondisi,0,0,0,90,4.7
815,Sonder,Pioneer Sweet Corn,Andosol,Pasir,1.7,151,29,23.0,0.0,0.0,84,Generatif,6.5,24,20,18,Seimbang,Pertahankan Kondisi,0,0,0,90,6.3
816,Kauditan,Bisi 2,Andosol,Pasir,2.6,241,28,0.0,0.0,0.0,21,Vegetatif Awal,6.5,20,9,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8
817,Tomohon,NK Perkasa,Andosol,Pasir,0.7,241,27,0.0,0.0,0.0,27,Vegetatif Aktif,5.6,19,9,14,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.4
